registration_number,price,model_year,model_variant,fuel_type,engine_power,transmission,driving_type,color,mileage,location,standard_equipment,extras,franchise_approved,detail_url,scrape_date
OPU25E,499000,2023,Plus B5 Bensin,Mildhybrid bensin,250 Hk,Automatisk,Fyrhjulsdrift,Platinum Grey,29850,VISBY,"12.3-tums förardisplay | 19"" 5-V Spoke Black Diamond Cut | 8-stegad Geartronic™-automatlåda. AWD | Adaptive Cruise Control | Akustikrutor | Apple CarPlay | Automatisk låsning | Avstängningskontakt till passagerarkrockkudde | Backspegelkåpor. Black Stone | Backspeglar med automatisk avbländning | Baksäte. eluppvärmt | Barnsäkerhetslås | Belysta speglar i solskyddet | Biljetthållare | BLIS™ och Cross Traffic Alert | Bluetooth®-anslutning | Bränsledriven värmare | Chassi | CleanZone | Dekor. Metal Mesh aluminium | Digital radiomottagning (DAB+) | Digital ägarmanual | Dimljus | Dragkrok. infällbar | Dynamiska LED-strålkastare | Däcklagningssats med kompressor | Däcktrycksövervakning | Elektriskt nedfällbara nackstöd i baksätet | Elmanövrerad baklucka | Elmanövrerad dynförlängare | Elmanövrerad förarstol med minne | Elmanövrerad passagerarstol | Elmanövrerad passagerarstol med minne | Elmanövrerat svankstöd. inställbart i 4 riktningar | Eluppvärmda framstolar | Eluttag. 12V i bagageutrymme | Fem säten | Fuktsensor | Fyrhjulsdrift (AWD) | Förberedelse för alkolås | Google Assistant. Google Maps och Google Play Store. 4 års abonnemang inkluderat | Grill med högglansigt svart inlägg | Hastighetsbegränsare | Hill Descent Control | Hill Start Assist | Högglansiga svarta dekorlister kring sidorutorna | Innertak Blond | Insynsskydd manuellt | ISOFIX monteringsfästen. baksäte | Karossfärgade dörrhandtag med markbelysning | Klimatsystem med fyra zoner | Knäkrockkudde. förarsidan | Komfortstolar | Krockgardiner | Krockkuddar med tvåstegsutlösning | Lane Keeping Aid | Larm | Luftventilerad subwoofer | Läderklädsel | Låsbar hjulbultar | Manuell fällning av andra sätesraden | Mittarmstöd bak | Nyckelfri öppning med handsfree-baklucka | Nödbromsljus | Oncoming Lane Mitigation | Parkeringshjälp fram. bak och sidor | Parkeringskamera 360° inkl sensorer på sidorna | Parkeringsklimat. värme | Pedaler | Pilot Assist | Premium Sound från Harman Kardon | Progressiv servostyrning | Rattreglage för ljudanläggning | Rattvärme | Rear collision warning and mitigation | Regnsensor | Road sign information | Sats med hjulbultskåpor. Matt Tech Grey | Scuff plate för bakluckan i rostfritt stål | Sidokrockskydd | Skräddarsydd ratt. Charcoal | Skräddarsydd växelspaksknopp | Skydd mot whiplash. WHIPS | Skyddsnät | Start-/stoppautomatik | Strålkastarrengöring | Styrning av släpvagnsljus | Stämningsbelysning. interiört | Säkerhetsbälten | Takrails. blanksvarta | Textilmattor | Trådlös telefonladdning | Uppvärmda torkarblad | Uppvärmt emblem i grillen | Volvo Cars App med fjärrstyrningsfunktioner. 4 års abonnemang inkluderat | Volvo instegslister. aluminium | Ytterbackspeglar elektriskt infällbara | Betalningsalternativ | Pris: | 499 000,00 kr | Kontantpris inkl. moms | 499 000,00 kr | Kontantpris ex. moms | 499 000,00 kr | Plus B5 Bensin | Pris | 499 000 kr | Bilder på den här hemsidan är endast vägledande och återspeglar inte nödvändigtvis exakta specifikationer eller egenskaper hos bilmodellen. Bekräfta exakta specifikationer, egenskaper och tillgänglighet med din Volvohandlare. | Cookies | Villkor | Sociala Medier | Hantering av personuppgifter",,False,https://selekt.volvocars.se/sv-se/store/all/vehicles/1YTJhY2Y3ODQtMTc3OS00OGYxLThjZjQtZGZkYjU4MjA2ZWEyfENvZGV3ZWF2ZXJzU3RvY2tJZHxDYXI1?pageNumber=24&models=XC60&quoteReference=9243e0cd-1d5e-483b-8619-066028681d9d&vehicleReference=d7e1e55b-dd9b-49c0-bb79-47662979f43e,2026-01-14
DWJ97T,494900,2025,T6 Core Special Edition (SELEKT),Laddhybrid bensin,349 Hk,Automatisk,Fyrhjulsdrift,Onyx Black,41110,UPPLANDS VÄSBY,"Volvo Selekt Fördelar | 12.3-tums förardisplay | 18"" 5-double spoke glossy black diamond cut | 5 säten | 8-stegad Geartronic™-automatlåda | 9-tums mittdisplay | Adaptiv servostyrning | Adaptive Cruise Control | Apple CarPlay | Automatisk låsning | Avstängningskontakt till passagerarkrockkudde | Backspeglar med automatisk avbländning | Bak- och sidorutor i härdat glas | Bakre kollisionsvarning | Barnsäkerhetslås | Belysta speglar i solskyddet | Biljetthållare | BLIS™ och Cross Traffic Alert | Bluetooth®-anslutning | Chassi | Comfort-stolar | Dekor. Iron Ore aluminium | Digital ljudsändning DAB+ | Digital ägarmanual | Dubbel låsning | Dynamiska LED-strålkastare | Däcktrycksövervakning | Elektrisk värmare och kylare för kupén | Elektriskt nedfällbara nackstöd i baksätet | Elmanövrerad baklucka | Elmanövrerat centrallås | Elmanövrerat svankstöd. inställbart i 2 riktningar | Elstyrda infällbara dörrbackspeglar | Eluppvärmda framstolar | Eluttag. bagageutrymme | Fjärrnyckel | Frontgrill i högglanssvart med kromram | Fuktsensor | Fullt justerbar förarstol | Fullt justerbar passagerarstol | Färgkoordinerade backspegelkåpor | Första förbandsväska | Glasknapp för val av körläge | Google Assistant. Google Maps och Google Play Store | High Performance ljudsystem | Hill Descent Control | Hill Start Assist | Högt placerade bromsljus | Innertak Blond | Insynsskydd manuellt | Intelligent Driver Information System (IDIS) | Intelligent Speed Assist (ISA) | Interiörbelysning. hög nivå | ISOFIX monteringsfästen. baksäte | Kabel till laddningsstation. 6 m | Karossfärgade dörrhandtag med markbelysning | Klimatsystem med två zoner | Knäkrockkudde. förarsidan | Konstläderklädd ratt. Charcoal | Krockgardiner | Krockkuddar med tvåstegsutlösning | Lane Keeping Aid och Lane Departure Warning | Larm | Lister i Bright aluminium kring sidofönstren | Luftkvalitetssystem | Luftventilerad subwoofer | Låsbar hjulbultsats | Mekanisk frigöring andra sätesraden | Mittarmstöd bak | Nyckelfri öppning med handsfree-baklucka | Nödbromsljus | Oncoming lane mitigation | Panoramatak | Parkeringskamera. bak | Parkeringsklimat. efterfläkt | Parkeringssensor. bak och fram | Pedaler | Pilot Assist | Premiumklädsel i textil | Programvara för alkohollås | Rattreglage för ljudanläggning | Rattvärme | Regnsensor | Sats för tillfällig reparation | Sats med hjulbultskåpor. Matt Tech Grey | Sidokrockskydd | Skydd mot pisksnärtsskador | Skyddsnät | Specialanpassad växelspak | Start-/stoppautomatik | Strålkastarrengöring | Styrning av släpvagnsljus | Säkerhetsbälten | Takskenor. ljus aluminium | Textilmattor för kupén | Trafikmärkesinformation | Trådlös telefonladdning | Tröskelplåt bakluckan. plast | Uppvärmda baksäten | Uppvärmda torkarblad | Uppvärmt emblem i grillen | Varning för halt väglag | Varningstriangel | Volvo Cars-appen | Volvo instegslister. aluminium | Betalningsalternativ | Pris: | 494 900,00 kr | Kontantpris inkl. moms | 494 900,00 kr | Kontantpris ex. moms | 395 920,00 kr | T6 Core Special Edition (SELEKT) | Pris | 494 900 kr | Återbetalbar moms | Bilder på den här hemsidan är endast vägledande och återspeglar inte nödvändigtvis exakta specifikationer eller egenskaper hos bilmodellen. Bekräfta exakta specifikationer, egenskaper och tillgänglighet med din Volvohandlare. | Cookies | Villkor | Sociala Medier | Hantering av personuppgifter",,True,https://selekt.volvocars.se/sv-se/store/all/vehicles/1NjAzMjczMDMtMzI4Yy00MjNjLTkxM2QtOTYyOGVjMDAyM2Q1fENvZGV3ZWF2ZXJzU3RvY2tJZHxDYXI1?pageNumber=13&models=XC60&quoteReference=ef5cba22-89c5-4f1e-a3ed-01ae89d0d710&vehicleReference=c5c6f883-5d34-4d13-ae5c-17782962b6bf,2026-01-14
YJP96E,499000,2023,Recharge T6 Ultimate Dark,Laddhybrid bensin,252 Hk,Automatisk,Fyrhjulsdrift,Onyx Black,83470,HAMMARBY SJÖSTAD,"Volvo Selekt Fördelar | 12.3-tums förardisplay | 20"" 5-Y Spoke Black Diamond Cut | 8-stegad Geartronic™-automatlåda | 9-tums mittdisplay | Adaptive Cruise Control | Akustikrutor | Apple CarPlay | Automatisk låsning | Avstängningskontakt till passagerarkrockkudde | Backspegelkåpor. Black Stone | Backspeglar med automatisk avbländning | Baksäte. eluppvärmt | Barnsäkerhetslås | Belysta speglar i solskyddet | Biljetthållare | BLIS™ och Cross Traffic Alert | Bluetooth®-anslutning | Bränsledriven värmare | Chassi | CleanZone med luftrenare | Dekor. Metal Mesh aluminium | Digital radiomottagning (DAB+) | Digital ägarmanual | Dynamiska LED-strålkastare | Däcklagningssats med kompressor | Däcktrycksövervakning | Elektriskt nedfällbara nackstöd i baksätet | Elmanövrerad baklucka | Elmanövrerad dynförlängare | Elmanövrerad förarstol med minne | Elmanövrerad passagerarstol | Elmanövrerad passagerarstol med minne | Elmanövrerat svankstöd. inställbart i 4 riktningar | Eluppvärmda framstolar | Eluttag. 12V i bagageutrymme | Fem säten | Fuktsensor | Förberedelse för alkolås | Google Assistant. Google Maps och Google Play Store. 4 års abonnemang inkluderat | Grill med högglansigt svart inlägg | Hastighetsbegränsare | Head up-display | Hill Descent Control | Hill Start Assist | Högglansiga svarta dekorlister kring sidorutorna | Innertak Blond | Insynsskydd manuellt | ISOFIX monteringsfästen. baksäte | Karossfärgade dörrhandtag med markbelysning | Klimatsystem med två zoner | Knäkrockkudde. förarsidan | Komfortstolar | Krockgardiner | Krockkuddar med tvåstegsutlösning | Laddkabel 10 A. 7m. Schuko-kontakt | Laddkabel 16A. 7m. Typ2-kontakt | Lane Keeping Aid | Larm | Luftventilerad subwoofer | Läderklädsel | Låsbar hjulbultar | Manuell fällning av andra sätesraden | Mittarmstöd bak | Nyckelfri öppning med handsfree-baklucka | Nödbromsljus | Oncoming Lane Mitigation | Panoramatak | Parkeringshjälp fram. bak och sidor | Parkeringskamera 360° inkl sensorer på sidorna | Parkeringsklimat. efterfläkt | Pedaler | Pilot Assist | Premium Sound från Harman Kardon | Progressiv servostyrning | Rattreglage för ljudanläggning | Rattvärme | Rear collision warning and mitigation | Regnsensor | Road sign information | Sats med hjulbultskåpor. Matt Tech Grey | Scuff plate för bakluckan i rostfritt stål | Sidokrockskydd | Skräddarsydd instrumentpanel | Skräddarsydd ratt. Charcoal | Skräddarsydd växelspaksknopp | Skydd mot whiplash. WHIPS | Skyddsnät | Start-/stoppautomatik | Strålkastarrengöring | Styrning av släpvagnsljus | Stämningsbelysning. interiört | Säkerhetsbälten | Takrails. blanksvarta | Textilmattor | Tonade bakrutor | Trådlös telefonladdning | Uppvärmda torkarblad | Uppvärmt emblem i grillen | Volvo Cars App med fjärrstyrningsfunktioner. 4 års abonnemang inkluderat | Ytterbackspeglar elektriskt infällbara | Betalningsalternativ | Pris: | 499 000,00 kr | Kontantpris inkl. moms | 499 000,00 kr | Kontantpris ex. moms | 399 200,00 kr | Recharge T6 Ultimate Dark | Pris | 499 000 kr | Återbetalbar moms | Bilder på den här hemsidan är endast vägledande och återspeglar inte nödvändigtvis exakta specifikationer eller egenskaper hos bilmodellen. Bekräfta exakta specifikationer, egenskaper och tillgänglighet med din Volvohandlare. | Cookies | Villkor | Sociala Medier | Hantering av personuppgifter",Standardutrustning | Volvo Selekt Fördelar | Dragkrok. infällbar | Betalningsalternativ,True,https://selekt.volvocars.se/sv-se/store/all/vehicles/1NmE0YjUzMWUtYTc1NS00YmU5LWI2ZTEtOWFmZGMzNjNiNWY1fENvZGV3ZWF2ZXJzU3RvY2tJZHxDYXI1?pageNumber=12&models=XC60&quoteReference=dc9884de-b443-4cd4-b643-ba3083370351&vehicleReference=a9876975-13fd-4747-bf4a-8d16cbee9f26,2026-01-14
DOR02X,579500,2025,T6 Plus Dark Edition,Laddhybrid bensin,349 Hk,Automatisk,Fyrhjulsdrift,Crystal White,18670,HALMSTAD,"Volvo Selekt Fördelar | 12.3-tums förardisplay | 19"" 5-double spoke glossy black diamond cut | 360-graderskamera | 5 säten | 8-stegad Geartronic™-automatlåda | 9-tums mittdisplay | Adaptiv servostyrning | Adaptive Cruise Control | Android Auto | Apple CarPlay | Automatisk låsning | Avstängningskontakt till passagerarkrockkudde | Backspeglar med automatisk avbländning | Bak- och sidorutor i härdat glas | Bakre kollisionsvarning | Barnsäkerhetslås | Belysta speglar i solskyddet | BLIS™ och Cross Traffic Alert | Bluetooth®-anslutning | Chassi | Comfort-stolar | Dekor. Metal Mesh aluminium | Digital ljudsändning DAB+ | Digital ägarmanual | Dubbel låsning | Dynamiska LED-strålkastare | Däcktrycksövervakning | Dörrspegelkåpor. högglanssvart | Elektrisk värmare och kylare för kupén | Elektriskt nedfällbara nackstöd i baksätet | Elmanövrerad baklucka | Elmanövrerad förarstol med minne | Elmanövrerad passagerarstol | Elmanövrerad passagerarstol med minne | Elmanövrerad sitsförlängare. förare | Elmanövrerat centrallås | Elmanövrerat svankstöd. inställbart i 4 riktningar | Elstyrda infällbara dörrbackspeglar | Eluppvärmda framstolar | Eluttag. bagageutrymme | Fjärrnyckel | Frontgrill med högglansigt svart inlägg | Fuktsensor | Första förbandsväska | Glasknapp för val av körläge | Google Assistant. Google Maps och Google Play Store | High Performance ljudsystem | Hill Descent Control | Hill Start Assist | Högglansiga svarta dekorlister kring sidorutorna | Högt placerade bromsljus | Infällbar dragkrok | Innertak Blond | Insynsskydd manuellt | Intelligent Driver Information System (IDIS) | Intelligent Speed Assist (ISA) | Interiörbelysning. hög nivå | ISOFIX monteringsfästen. baksäte | Kabel till laddningsstation. 6 m | Karossfärgade dörrhandtag med markbelysning | Klimatsystem med två zoner | Knäkrockkudde. förarsidan | Konstläderklädd ratt. Charcoal | Krockgardiner | Krockkuddar med tvåstegsutlösning | Lane Keeping Aid och Lane Departure Warning | Larm | Luftkvalitetssystem | Luftventilerad subwoofer | Läderklädsel | Låsbar hjulbultsats | Mekanisk frigöring andra sätesraden | Mittarmstöd bak | Nyckelfri öppning med handsfree-baklucka | Nödbromsljus | Oncoming lane mitigation | Panoramatak | Parkeringshjälp fram. bak och sidor | Parkeringsklimat. efterfläkt | Pedaler | Pilot Assist | Programvara för alkohollås | Rattreglage för ljudanläggning | Rattvärme | Regnsensor | Sats för tillfällig reparation | Sats med hjulbultskåpor. Matt Tech Grey | Sidokrockskydd | Skydd mot pisksnärtsskador | Skyddsnät | Specialanpassad växelspak | Start-/stoppautomatik | Strålkastarrengöring | Styrning av släpvagnsljus | Säkerhetsbälten | Takskenor. blanksvarta | Textilmattor för kupén | Tonade bakrutor | Trafikmärkesinformation | Trådlös telefonladdning | Tröskelplåt för bakluckan i rostfritt stål | Uppvärmda baksäten | Uppvärmda torkarblad | Uppvärmt emblem i grillen | Varning för halt väglag | Varningstriangel | Volvo Cars-appen | Volvo instegslister. aluminium | Betalningsalternativ | Pris: | 579 500,00 kr | Kontantpris inkl. moms | 579 500,00 kr | Kontantpris ex. moms | 463 600,00 kr | T6 Plus Dark Edition | Pris | 579 500 kr | Återbetalbar moms | Bilder på den här hemsidan är endast vägledande och återspeglar inte nödvändigtvis exakta specifikationer eller egenskaper hos bilmodellen. Bekräfta exakta specifikationer, egenskaper och tillgänglighet med din Volvohandlare. | Cookies | Villkor | Sociala Medier | Hantering av personuppgifter",Standardutrustning | Volvo Selekt Fördelar | Stänkskydd. fram | Stänkskydd. bak | Stötfångarskydd | Betalningsalternativ,True,https://selekt.volvocars.se/sv-se/store/all/vehicles/1NDczZTA5OGEtZTBiNC00MjQ2LTgyNmUtY2FjNmZkY2Y0ZWU4fENvZGV3ZWF2ZXJzU3RvY2tJZHxDYXI1?pageNumber=10&models=XC60&quoteReference=4194a060-4073-4edd-b99c-4fa64d20b14f&vehicleReference=f73b9ebe-5035-4487-81ec-5a68377a4496,2026-01-14
RKH16B,469900,2023,Recharge T6 Plus Bright DRAG (SELEKT),Laddhybrid bensin,252 Hk,Automatisk,Fyrhjulsdrift,Platinum Grey,81000,KUNGSÄNGEN,"Volvo Selekt Fördelar | 12.3-tums förardisplay | 19"" 5-Double Spoke Black Diamond Cut | 8-stegad Geartronic™-automatlåda | Adaptive Cruise Control | Akustikrutor | Apple CarPlay | Automatisk låsning | Avstängningskontakt till passagerarkrockkudde | Backspeglar med automatisk avbländning | Baksäte. eluppvärmt | Barnsäkerhetslås | Belysta speglar i solskyddet | Biljetthållare | BLIS™ och Cross Traffic Alert | Bluetooth®-anslutning | Bränsledriven värmare | Chassi | CleanZone | Dekor. Metal Mesh aluminium | Dekorlister runt sidorutor i högblank krom | Digital radiomottagning (DAB+) | Digital ägarmanual | Dynamiska LED-strålkastare | Däck. Recharge™ (året runt) | Däcklagningssats med kompressor | Däcktrycksövervakning | Elektriskt nedfällbara nackstöd i baksätet | Elmanövrerad baklucka | Elmanövrerad dynförlängare | Elmanövrerad förarstol med minne | Elmanövrerad passagerarstol | Elmanövrerad passagerarstol med minne | Elmanövrerat svankstöd. inställbart i 4 riktningar | Eluppvärmda framstolar | Eluttag. 12V i bagageutrymme | Fem säten | Fuktsensor | Färgkoordinerade backspegelkåpor | Förberedelse för alkolås | Google Assistant. Google Maps och Google Play Store. 4 års abonnemang inkluderat | Grill i högglanssvart med kromram | Hastighetsbegränsare | High Performance audiosystem | Hill Descent Control | Hill Start Assist | Högblank kromlist nedtill på dörren med präglad Recharge-logotyp på sidan | Innertak Blond | Insynsskydd manuellt | ISOFIX monteringsfästen. baksäte | Karossfärgade dörrhandtag med markbelysning | Klimatsystem med två zoner | Knäkrockkudde. förarsidan | Komfortstolar | Krockgardiner | Krockkuddar med tvåstegsutlösning | Laddkabel 10 A. 7m. Schuko-kontakt | Laddkabel 16A. 7m. Typ2-kontakt | Lane Keeping Aid | Larm | Luftventilerad subwoofer | Läderklädsel | Låsbar hjulbultar | Manuell fällning av andra sätesraden | Mittarmstöd bak | Nyckelfri öppning med handsfree-baklucka | Nödbromsljus | Oncoming Lane Mitigation | Panoramatak | Parkeringskamera. bak | Parkeringsklimat. efterfläkt | Parkeringssensor. fram och bak | Pedaler | Pilot Assist | Progressiv servostyrning | Rattreglage för ljudanläggning | Rattvärme | Rear collision warning and mitigation | Regnsensor | Road sign information | Sats med hjulbultskåpor. Matt Tech Grey | Scuff plate för bakluckan i rostfritt stål | Sidokrockskydd | Skräddarsydd ratt. Charcoal | Skräddarsydd växelspaksknopp | Skydd mot whiplash. WHIPS | Skyddsnät | Start-/stoppautomatik | Strålkastarrengöring | Styrning av släpvagnsljus | Stämningsbelysning. interiört | Säkerhetsbälten | Takrails. silver | Textilmattor | Trådlös telefonladdning | Uppvärmda torkarblad | Uppvärmt emblem i grillen | Volvo Cars App med fjärrstyrningsfunktioner. 4 års abonnemang inkluderat | Ytterbackspeglar elektriskt infällbara | Betalningsalternativ | Pris: | 469 900,00 kr | Kontantpris inkl. moms | 469 900,00 kr | Kontantpris ex. moms | 375 920,00 kr | Recharge T6 Plus Bright DRAG (SELEKT) | Pris | 469 900 kr | Återbetalbar moms | Bilder på den här hemsidan är endast vägledande och återspeglar inte nödvändigtvis exakta specifikationer eller egenskaper hos bilmodellen. Bekräfta exakta specifikationer, egenskaper och tillgänglighet med din Volvohandlare. | Cookies | Villkor | Sociala Medier | Hantering av personuppgifter",Standardutrustning | Volvo Selekt Fördelar | Dragkrok. infällbar | Betalningsalternativ,True,https://selekt.volvocars.se/sv-se/store/all/vehicles/1MDhmMWM0MWItNmZlMS00NzA5LWFkYTAtYTBiNGJjOWY0NTVmfENvZGV3ZWF2ZXJzU3RvY2tJZHxDYXI1?pageNumber=6&models=XC60&quoteReference=17814089-e5df-4e13-88c0-4f1cf52f174d&vehicleReference=088a8d67-c9da-4584-91f3-f48ea039bbd2,2026-01-14
WJE500,389500,2022,B4 AWD Diesel Inscription | Läder | Klimatpaket | Nya Sommardäck |,Mildhybrid diesel,197 Hk,Automatisk,Fyrhjulsdrift,Silver Dawn,101160,HALMSTAD,"12-tums förardisplay | 19″ 5-Multi Spoke Black Diamond Cut | 8-stegad Geartronic™-automatlåda. AWD | 9-tums mittdisplay | Adaptive Cruise Control | Automatisk låsning | Avstängningskontakt till passagerarkrockkudde | Backspeglar med automatisk avbländning | Belysta speglar i solskyddet | Biljetthållare | Bluetooth®-anslutning | Bromssystem | Bränsledriven värmare | Comfort-stolar | Digital ägarmanual | Driftwood | Dynamiskt chassi | Däcktrycksövervakning | Elektriskt nedfällbara nackstöd i baksätet | Elmanövrerad baklucka | Elmanövrerad förarstol med minne | Elmanövrerad sitsförlängare. förare | Elmanövrerat svankstöd. inställbart i 4 riktningar | Elstyrda infällbara dörrbackspeglar | Eluppvärmda framstolar | Eluttag. bagageutrymme | Fem säten | Fuktsensor | Fyrhjulsdrift (AWD) | Färgkoordinerade backspegelkåpor | Generös kupébelysning | Google-tjänster | Hastighetsbegränsare | High Performance audiosystem | Hill Descent Control | Härdade sidofönster | Induktiv telefonladdning | Infällbar dragkrok | Innertak Blond | Inscription frontgrill i högglansigt svart med kromram | ISOFIX monteringsfästen. baksäte | Justerbar servostyrning | Klimatsystem med två zoner | Knäkrockkudde. förarsidan | Krockgardiner | Krockkuddar med tvåstegsutlösning | Lane Keeping Aid | Larm | Lastskydd. manuellt | LED-strålkastare | Lister i Bright aluminium kring sidofönstren | Läderklädsel | Låsbar hjulbultsats | Markbelysning | Mekanisk frigöring andra sätesraden | Mittarmstöd bak | Nyckelfri öppning med handsfree-baklucka | Nödbromsljus | Oncoming Lane Mitigation | Park Assist Camera. bak | Parkeringshjälp. bak och fram | Parkeringsklimat. värme | Pedaler | Pilot Assist | Rattreglage för ljudanläggning | Rattvärme | Regnsensor | Sats med hjulbultskåpor. Matt Tech Grey | Sidokrockskydd | Skräddarsydd instrumentpanel | Skräddarsydd läderratt | Skydd mot pisksnärtsskador | Skyddsnät | Start-/stoppautomatik | Strålkastarrengöring | Säkerhetsbälten | Takskenor. ljus aluminium | Temporary mobility kit | Textilmattor | Trafikmärkesinformation | Tröskelplåt för bakluckan i rostfritt stål | Uppvärmda baksäten | Uppvärmda torkarblad | Uppvärmt emblem i grillen | Volvo instegslister. aluminium | Växelspak av kristall från Orrefors® | Betalningsalternativ | Pris: | 389 500,00 kr | Kontantpris inkl. moms | 389 500,00 kr | Kontantpris ex. moms | 389 500,00 kr | B4 AWD Diesel Inscription | Läder | Klimatpaket | Nya Sommardäck | | Pris | 389 500 kr | Bilder på den här hemsidan är endast vägledande och återspeglar inte nödvändigtvis exakta specifikationer eller egenskaper hos bilmodellen. Bekräfta exakta specifikationer, egenskaper och tillgänglighet med din Volvohandlare. | Cookies | Villkor | Sociala Medier | Hantering av personuppgifter",Standardutrustning | Driver Assistance | Stötfångarskydd | Betalningsalternativ,False,https://selekt.volvocars.se/sv-se/store/all/vehicles/1NGQzM2FjYmUtMDgyMS00YThkLWEzNmMtMjBkYzMzNDE4ZThlfENvZGV3ZWF2ZXJzU3RvY2tJZHxDYXI1?pageNumber=23&models=XC60&quoteReference=be4f1354-c30e-43d3-9750-66a373927928&vehicleReference=3d0eb9a8-f660-4e17-ba35-ca6081dfe609,2026-01-14
PKL310,279900,2017,D4 Classic Summum,Diesel,190 Hk,Automatisk,Framhjulsdrift,Bright Silver,69960,ÄNGELHOLM,,"Klimatpaket med Volvo on Call, diesel (Classic Momentum, Classic Summum, Classic R-Design) | Volvo on Call med Wi-Fi Hotspot (Bens | Baksätesvärme | Rattvärme | Lastpaket | Baklucka. elmanövrerad | Tonade rutor | Akustikrutor | Bärkassehållare i lastutrymmet | Betalningsalternativ",False,https://selekt.volvocars.se/sv-se/store/all/vehicles/1YWNiYjA3ZDQtYWYyNS00YTBkLWI2NjUtMWYxNmFiMmVlNGRjfENvZGV3ZWF2ZXJzU3RvY2tJZHxDYXI1?pageNumber=25&models=XC60&quoteReference=f6bcf988-022a-439d-a8ca-aeaf394eee2f&vehicleReference=7742aa12-b73e-4091-9729-2aba2ef0fd65,2026-01-14
ADZ93D,489800,2022,Recharge T8 II Inscription (SELEKT) SE SPEC,Laddhybrid bensin,455 Hk,Automatisk,Fyrhjulsdrift,Silver Dawn,71410,KISTA,"Volvo Selekt Fördelar | 12-tums förardisplay | 22"" 5-Double Spoke Matt Black Diamond Cut | 8-stegad Geartronic™-automatlåda | 9-tums mittdisplay | Adaptive Cruise Control | Audiosystem från Bowers & Wilkins | Avstängningskontakt till passagerarkrockkudde | Backspeglar med automatisk avbländning | Belysta speglar i solskyddet | Biljetthållare | Bluetooth®-anslutning | Bromssystem | CleanZone med avancerad luftrenare PM 2.5 | Comfort-stolar | Digital ägarmanual | Driftwood | Dynamiskt chassi | Däcktrycksövervakning | Elektrisk värmare och kylare för kupén | Elektriskt nedfällbara nackstöd i baksätet | Elmanövrerad baklucka | Elmanövrerad förarstol med minne | Elmanövrerad passagerarstol | Elmanövrerad passagerarstol med minne | Elmanövrerad sitsförlängare. förare | Elmanövrerat svankstöd. inställbart i 4 riktningar | Elstyrda infällbara dörrbackspeglar | Eluppvärmda framstolar | Eluttag. bagageutrymme | Fem säten | Fuktsensor | Färgkoordinerade backspegelkåpor | Generös kupébelysning | Glänsande kromlist nedtill på dörren med präglad Recharge-logotyp på sidan | Google-tjänster | Hastighetsbegränsare | Head up-display | Hill Descent Control | Induktiv telefonladdning | Innertak Blond | Inscription frontgrill i högglansigt svart med kromram | Inställbara sidokuddar | ISOFIX monteringsfästen. baksäte | Justerbar servostyrning | Klimatsystem med två zoner | Knäkrockkudde. förarsidan | Krockgardiner | Krockkuddar med tvåstegsutlösning | Laddkabel Mode 2. 10A Schuko (7m) | Laddkabel Mode 3. typ 2 (7m) | Laminerade sidorutor och bakruta | Lane Keeping Aid | Larm | Lastskydd. manuellt | LED-strålkastare | Lister i Bright aluminium kring sidofönstren | Luftventilerad subwoofer | Låsbar hjulbultsats | Markbelysning | Mekanisk frigöring andra sätesraden | Mittarmstöd bak | Nyckelfri öppning med handsfree-baklucka | Nödbromsljus | Oncoming Lane Mitigation | Panoramatak | Park Assist Camera. bak | Parkeringshjälp. bak och fram | Pedaler | Pilot Assist | Rattreglage för ljudanläggning | Rattvärme | Regnsensor | Sats med hjulbultskåpor. Matt Tech Grey | Sidokrockskydd | Skräddarsydd instrumentpanel | Skräddarsydd läderratt | Skydd mot pisksnärtsskador | Skyddsnät | Start-/stoppautomatik | Strålkastarrengöring | Säkerhetsbälten | Takskenor. ljus aluminium | Temporary mobility kit | Textilmattor | Tonade bakrutor | Trafikmärkesinformation | Tröskelplåt för bakluckan i rostfritt stål | Uppvärmda baksäten | Uppvärmda torkarblad | Uppvärmt emblem i grillen | Ventilerad nappaklädsel | Ventilerade stolar fram | Växelspak av kristall från Orrefors® | Betalningsalternativ | Pris: | 489 800,00 kr | Kontantpris inkl. moms | 489 800,00 kr | Kontantpris ex. moms | 391 840,00 kr | Recharge T8 II Inscription (SELEKT) SE SPEC | Pris | 489 800 kr | Återbetalbar moms | Bilder på den här hemsidan är endast vägledande och återspeglar inte nödvändigtvis exakta specifikationer eller egenskaper hos bilmodellen. Bekräfta exakta specifikationer, egenskaper och tillgänglighet med din Volvohandlare. | Cookies | Villkor | Sociala Medier | Hantering av personuppgifter",Standardutrustning | Volvo Selekt Fördelar | Lounge | Avancerad luftrenare PM 2.5 | Driver Assistance | Betalningsalternativ,True,https://selekt.volvocars.se/sv-se/store/all/vehicles/1YzJlNDMxNjItNGIwNC00NzNiLWFlYTYtOWZlMzk5MTgwYTc4fENvZGV3ZWF2ZXJzU3RvY2tJZHxDYXI1?pageNumber=2&models=XC60&quoteReference=83ff4631-1010-485d-ae70-d5d908efc891&vehicleReference=b37efa54-a8f1-4ded-8176-d1e7135e8dbc,2026-01-14
